title,studio,year,genre_ids,id,original_language,original_title,popularity,release_date,vote_average,vote_count,movie_id,primary_title,start_year,runtime_minutes,genres
Bad Santa 2,BG,2016,"[35, 80, 18, 9648]",338964,en,Bad Santa 2,9.207,2016-11-23,5.2,416,tt1798603,Bad Santa 2,2016,92.0,"Comedy,Crime,Drama"
Regression,W/Dim.,2016,"[27, 9648, 53, 80]",241257,en,Regression,10.713,2016-02-05,5.5,1065,tt3319920,Regression,2015,106.0,"Crime,Horror,Mystery"
Norm of the North,LGF,2016,"[12, 16, 35, 10751]",276905,en,Norm of the North,9.325,2016-01-15,4.2,192,tt1594972,Norm of the North,2016,90.0,"Adventure,Animation,Comedy"
Hardcore Henry,STX,2016,"[28, 12, 878]",325348,en,Hardcore Henry,10.459,2016-04-06,6.2,1294,tt3072482,Hardcore Henry,2015,96.0,"Action,Adventure,Sci-Fi"
Pride and Prejudice and Zombies,SGem,2016,"[10749, 27, 35, 53]",58431,en,Pride and Prejudice and Zombies,9.086,2016-02-05,5.7,1195,tt1374989,Pride and Prejudice and Zombies,2016,108.0,"Action,Comedy,Horror"
The Infiltrator,BG,2016,"[80, 18, 53]",325789,en,The Infiltrator,9.588,2016-07-13,6.6,943,tt1355631,The Infiltrator,2016,127.0,"Biography,Crime,Drama"
The Other Side of the Door,Fox,2016,"[53, 27]",364116,en,The Other Side of the Door,9.078,2016-03-11,5.3,470,tt3566920,The Other Side of the Door,2014,90.0,Drama
The Other Side of the Door,Fox,2016,"[53, 27]",364116,en,The Other Side of the Door,9.078,2016-03-11,5.3,470,tt3702652,The Other Side of the Door,2016,96.0,Horror
Love & Friendship,RAtt.,2016,"[35, 18, 10749]",296360,en,Love & Friendship,8.086,2016-06-03,6.2,294,tt3068194,Love & Friendship,2016,90.0,"Comedy,Drama,Romance"
Jackie,FoxS,2016,[18],376866,en,Jackie,8.819,2016-12-02,6.4,1420,tt1619029,Jackie,2016,100.0,"Biography,Drama,History"
Jackie,FoxS,2016,[18],376866,en,Jackie,8.819,2016-12-02,6.4,1420,tt1757772,Jackie,2010,126.0,Action
Jackie,FoxS,2016,[18],376866,en,Jackie,8.819,2016-12-02,6.4,1420,tt2108546,Jackie,2012,100.0,"Comedy,Drama"
Jackie,FoxS,2016,[18],376866,en,Jackie,8.819,2016-12-02,6.4,1420,tt2180419,Jackie,2013,108.0,"Comedy,Drama,Romance"
Sing Street,Wein.,2016,"[35, 10749, 18, 10402]",369557,en,Sing Street,10.102,2016-04-15,8.0,1202,tt3544112,Sing Street,2016,106.0,"Comedy,Drama,Music"
Shut In,EC,2016,"[18, 53]",329981,en,Shut In,10.535,2016-11-11,5.2,374,tt2582500,Shut In,2016,91.0,"Drama,Mystery,Thriller"
Shut In,EC,2016,"[18, 53]",329981,en,Shut In,10.535,2016-11-11,5.2,374,tt4009278,Intruders,2015,90.0,"Drama,Horror,Thriller"
Loving,Focus,2016,"[10749, 18]",339419,en,Loving,8.506,2016-11-04,6.7,529,tt4669986,Loving,2016,123.0,"Biography,Drama,Romance"
Loving,Focus,2016,"[10749, 18]",339419,en,Loving,8.506,2016-11-04,6.7,529,tt4669986,Loving,2016,123.0,"Biography,Drama,Romance"
The Beatles: Eight Days a Week - The Touring Years,Abr.,2016,"[99, 10402]",391698,en,The Beatles: Eight Days a Week - The Touring Years,7.236,2016-09-16,7.6,162,tt2531318,The Beatles: Eight Days a Week - The Touring Years,2016,106.0,"Documentary,Music"
The Man Who Knew Infinity,IFC,2016,[18],353326,en,The Man Who Knew Infinity,8.76,2016-04-29,7.2,699,tt0787524,The Man Who Knew Infinity,2015,108.0,"Biography,Drama"
The Darkness,BH Tilt,2016,"[27, 53]",257345,en,The Darkness,8.357,2016-05-13,4.8,347,tt1878841,The Darkness,2016,92.0,"Horror,Thriller"
Our Kind of Traitor,RAtt.,2016,[53],205588,en,Our Kind of Traitor,8.054,2016-07-01,6.0,276,tt1995390,Our Kind of Traitor,2016,108.0,"Crime,Drama,Thriller"
The Perfect Match,LGF,2016,"[35, 10749]",378200,en,The Perfect Match,6.875,2016-03-11,5.5,78,tt3444696,The Perfect Match,2013,87.0,"Biography,Documentary,Family"
The Perfect Match,LGF,2016,"[35, 10749]",378200,en,The Perfect Match,6.875,2016-03-11,5.5,78,tt3827944,The Perfect Match,2010,87.0,Romance
The Perfect Match,LGF,2016,"[35, 10749]",378200,en,The Perfect Match,6.875,2016-03-11,5.5,78,tt4871980,The Perfect Match,2016,96.0,"Comedy,Romance"
Queen of Katwe,BV,2016,[18],317557,en,Queen of Katwe,7.564,2016-09-23,7.1,225,tt4341582,Queen of Katwe,2016,124.0,"Biography,Drama,Sport"
Miss Sloane,EC,2016,"[18, 53]",376290,en,Miss Sloane,12.215,2016-11-25,7.4,912,tt4540710,Miss Sloane,2016,132.0,"Drama,Thriller"
Miss Sloane,EC,2016,"[18, 53]",376290,en,Miss Sloane,12.215,2016-11-25,7.4,912,tt4540710,Miss Sloane,2016,132.0,"Drama,Thriller"
Ratchet & Clank,Focus,2016,"[28, 12, 16, 10751]",234004,en,Ratchet & Clank,8.439,2016-04-29,5.5,332,tt2865120,Ratchet & Clank,2016,94.0,"Action,Adventure,Animation"
Morgan,Fox,2016,[18],151693,en,Morgan,1.111,2012-01-07,6.7,12,tt1943765,Morgan,2012,89.0,"Drama,Romance"
Morgan,Fox,2016,[18],151693,en,Morgan,1.111,2012-01-07,6.7,12,tt4520364,Morgan,2016,92.0,"Action,Horror,Sci-Fi"
Morgan,Fox,2016,"[27, 878, 53]",377264,en,Morgan,9.912,2016-09-02,5.7,843,tt1943765,Morgan,2012,89.0,"Drama,Romance"
Morgan,Fox,2016,"[27, 878, 53]",377264,en,Morgan,9.912,2016-09-02,5.7,843,tt4520364,Morgan,2016,92.0,"Action,Horror,Sci-Fi"
A Bigger Splash,FoxS,2016,"[80, 18, 9648, 53]",324807,en,A Bigger Splash,7.184,2015-12-20,6.2,364,tt2056771,A Bigger Splash,2015,125.0,"Drama,Thriller"
A Bigger Splash,FoxS,2016,"[80, 18, 9648, 53]",324807,en,A Bigger Splash,7.184,2015-12-20,6.2,364,tt2056771,A Bigger Splash,2015,125.0,"Drama,Thriller"
Southside with You,RAtt.,2016,"[10749, 18]",310888,en,Southside with You,6.094,2016-08-26,5.5,131,tt4258698,Southside with You,2016,84.0,"Biography,Drama,History"
The Young Messiah,Focus,2016,[18],318850,en,The Young Messiah,5.531,2016-03-11,6.1,50,tt1002563,The Young Messiah,2016,111.0,"Drama,Fantasy"
Incarnate,BH Tilt,2016,"[27, 53]",241258,en,Incarnate,7.137,2016-12-02,5.2,314,tt3216348,Incarnate,2016,91.0,"Horror,Thriller"
Max Steel,ORF,2016,"[28, 12, 878]",286567,en,Max Steel,8.88,2016-10-14,5.2,383,tt1472584,Max Steel,2016,92.0,"Action,Adventure,Family"
Max Steel,ORF,2016,"[28, 12, 878]",286567,en,Max Steel,8.88,2016-10-14,5.2,383,tt1472584,Max Steel,2016,92.0,"Action,Adventure,Family"
Midnight Special,WB,2016,"[12, 18, 878]",245703,en,Midnight Special,8.653,2016-03-18,6.3,1105,tt2649554,Midnight Special,2016,112.0,"Action,Drama,Mystery"
The Autopsy of Jane Doe,IFC,2016,"[27, 9648]",397243,en,The Autopsy of Jane Doe,13.61,2016-12-21,6.5,1869,tt3289956,The Autopsy of Jane Doe,2016,86.0,"Horror,Mystery,Thriller"
The Autopsy of Jane Doe,IFC,2016,"[27, 9648]",397243,en,The Autopsy of Jane Doe,13.61,2016-12-21,6.5,1869,tt3289956,The Autopsy of Jane Doe,2016,86.0,"Horror,Mystery,Thriller"
Genius,RAtt.,2016,"[18, 36]",267192,en,Genius,9.417,2016-06-10,6.5,391,tt1703957,Genius,2016,104.0,"Biography,Drama"
Genius,RAtt.,2016,"[18, 36]",267192,en,Genius,9.417,2016-06-10,6.5,391,tt7722258,Genius,2018,165.0,"Action,Thriller"
20th Century Women,A24,2016,[18],342737,en,20th Century Women,10.413,2016-12-28,7.4,504,tt4385888,20th Century Women,2016,119.0,"Comedy,Drama"
20th Century Women,A24,2016,[18],342737,en,20th Century Women,10.413,2016-12-28,7.4,504,tt4385888,20th Century Women,2016,119.0,"Comedy,Drama"
Hunt for the Wilderpeople,Orch.,2016,"[12, 35, 18]",371645,en,Hunt for the Wilderpeople,12.545,2016-06-24,7.8,915,tt4698684,Hunt for the Wilderpeople,2016,101.0,"Adventure,Comedy,Drama"
Bleed for This,ORF,2016,[18],332979,en,Bleed for This,8.258,2016-11-04,6.9,405,tt1620935,Bleed for This,2016,117.0,"Biography,Drama,Sport"
Bleed for This,ORF,2016,[18],332979,en,Bleed for This,8.258,2016-11-04,6.9,405,tt1620935,Bleed for This,2016,117.0,"Biography,Drama,Sport"
Hands of Stone,Wein.,2016,[18],184341,en,Hands of Stone,8.17,2016-08-26,6.1,167,tt1781827,Hands of Stone,2016,111.0,"Action,Biography,Drama"
Men & Chicken,Drft.,2016,"[35, 18]",296313,da,Mænd & høns,5.949,2015-10-09,6.6,83,tt3877674,Men & Chicken,2015,104.0,"Comedy,Drama,Mystery"
The Meddler,SPC,2016,"[35, 18]",337154,en,The Meddler,7.725,2016-04-22,5.8,186,tt4501454,The Meddler,2015,103.0,"Comedy,Drama,Romance"
A Hologram for the King,RAtt.,2016,"[35, 18]",270010,en,A Hologram for the King,11.055,2016-04-22,5.9,589,tt2980210,A Hologram for the King,2016,98.0,"Comedy,Drama,Romance"
Swiss Army Man,A24,2016,"[35, 18, 10749, 14, 12]",347031,en,Swiss Army Man,10.0,2016-06-24,6.9,1789,tt4034354,Swiss Army Man,2016,97.0,"Adventure,Comedy,Drama"
Denial,BST,2016,"[18, 36]",402298,en,Denial,9.267,2016-09-30,6.7,349,tt4645330,Denial,2016,109.0,"Biography,Drama"
Denial,BST,2016,"[18, 36]",402298,en,Denial,9.267,2016-09-30,6.7,349,tt5897002,Denial,2016,93.0,Documentary
Denial,BST,2016,"[18, 36]",402298,en,Denial,9.267,2016-09-30,6.7,349,tt4645330,Denial,2016,109.0,"Biography,Drama"
Denial,BST,2016,"[18, 36]",402298,en,Denial,9.267,2016-09-30,6.7,349,tt5897002,Denial,2016,93.0,Documentary
Indignation,RAtt.,2016,[18],340611,en,Indignation,6.248,2016-07-29,6.5,155,tt4193394,Indignation,2016,110.0,"Drama,Romance"
Rules Don't Apply,Fox,2016,"[10749, 35, 18]",291328,en,Rules Don't Apply,6.769,2016-11-23,5.9,245,tt1974420,Rules Don't Apply,2016,127.0,"Comedy,Drama,Romance"
Where to Invade Next,Drft.,2016,[99],352208,en,Where to Invade Next,7.181,2015-12-23,7.4,250,tt4897822,Where to Invade Next,2015,120.0,"Comedy,Documentary"
Where to Invade Next,Drft.,2016,[99],352208,en,Where to Invade Next,7.181,2015-12-23,7.4,250,tt4897822,Where to Invade Next,2015,120.0,"Comedy,Documentary"
Batman: The Killing Joke,Fathom,2016,"[28, 16, 80, 18]",382322,en,Batman: The Killing Joke,9.595,2016-07-21,6.3,879,tt4853102,Batman: The Killing Joke,2016,76.0,"Action,Animation,Crime"
A Man Called Ove,MBox,2016,"[35, 18]",348678,sv,En man som heter Ove,7.422,2016-08-26,7.4,430,tt4080728,A Man Called Ove,2015,116.0,"Comedy,Drama,Romance"
Miles Ahead,SPC,2016,"[18, 10402]",316000,en,Miles Ahead,5.766,2015-10-10,6.7,123,tt0790770,Miles Ahead,2015,100.0,"Biography,Drama,Music"
Miles Ahead,SPC,2016,"[18, 10402]",316000,en,Miles Ahead,5.766,2015-10-10,6.7,123,tt0790770,Miles Ahead,2015,100.0,"Biography,Drama,Music"
Everybody Wants Some!!,Par.,2016,[35],295699,en,Everybody Wants Some!!,6.839,2016-03-30,6.4,681,tt2937696,Everybody Wants Some!!,2016,117.0,Comedy
Maggie's Plan,SPC,2016,"[18, 35, 10749]",312669,en,Maggie's Plan,7.787,2016-05-20,5.7,218,tt3471098,Maggie's Plan,2015,98.0,"Comedy,Drama,Romance"
Maggie's Plan,SPC,2016,"[18, 35, 10749]",312669,en,Maggie's Plan,7.787,2016-05-20,5.7,218,tt3471098,Maggie's Plan,2015,98.0,"Comedy,Drama,Romance"
Green Room,A24,2016,"[27, 80, 53]",313922,en,Green Room,9.943,2016-04-15,6.8,1314,tt4062536,Green Room,2015,95.0,"Horror,Music,Thriller"
Green Room,A24,2016,"[27, 80, 53]",313922,en,Green Room,9.943,2016-04-15,6.8,1314,tt4062536,Green Room,2015,95.0,"Horror,Music,Thriller"
The Eagle Huntress,SPC,2016,"[10751, 99, 12]",376530,en,The Eagle Huntress,4.763,2016-11-02,7.3,49,tt3882074,The Eagle Huntress,2016,87.0,"Adventure,Documentary,Sport"
Compadres,PNT,2016,"[28, 35]",317930,es,Compadres,1.927,2016-04-22,5.1,21,tt3367294,Compadres,2016,101.0,"Action,Comedy,Crime"
Desierto,STX,2016,"[53, 18]",258363,en,Desierto,5.979,2016-10-14,6.0,183,tt3147312,Desierto,2015,88.0,"Drama,Thriller"
Anthropoid,BST,2016,"[36, 53, 10752]",351339,en,Anthropoid,11.87,2016-08-12,7.0,512,tt4190530,Anthropoid,2016,120.0,"Biography,History,Thriller"
The Disappointments Room,Rela.,2016,"[18, 27, 53]",293452,en,The Disappointments Room,6.324,2016-09-09,4.4,272,tt2364897,The Disappointments Room,2016,85.0,"Drama,Horror,Thriller"
Dear Zindagi,Relbig.,2016,"[18, 10749]",413543,hi,Dear Zindagi,6.463,2016-11-25,6.9,105,tt5946128,Dear Zindagi,2016,151.0,"Drama,Romance"
Elle,SPC,2016,"[18, 53]",337674,fr,Elle,9.87,2016-09-25,6.6,1003,tt3060600,Elle,2013,57.0,"Biography,Documentary"
Elle,SPC,2016,"[18, 53]",337674,fr,Elle,9.87,2016-09-25,6.6,1003,tt3716530,Elle,2016,130.0,"Crime,Drama,Thriller"
Elle,SPC,2016,"[18, 53]",337674,fr,Elle,9.87,2016-09-25,6.6,1003,tt9104092,Elle,2018,60.0,Sci-Fi
Elle,SPC,2016,"[18, 53]",337674,fr,Elle,9.87,2016-09-25,6.6,1003,tt3060600,Elle,2013,57.0,"Biography,Documentary"
Elle,SPC,2016,"[18, 53]",337674,fr,Elle,9.87,2016-09-25,6.6,1003,tt3716530,Elle,2016,130.0,"Crime,Drama,Thriller"
Elle,SPC,2016,"[18, 53]",337674,fr,Elle,9.87,2016-09-25,6.6,1003,tt9104092,Elle,2018,60.0,Sci-Fi
Paterson,BST,2016,"[35, 18, 10749]",370755,en,Paterson,9.486,2016-12-28,7.1,736,tt5247022,Paterson,2016,118.0,"Comedy,Drama,Romance"
Paterson,BST,2016,"[35, 18, 10749]",370755,en,Paterson,9.486,2016-12-28,7.1,736,tt5247022,Paterson,2016,118.0,"Comedy,Drama,Romance"
Equals,A24,2016,"[18, 10749, 878]",301875,en,Equals,9.536,2015-07-15,6.0,797,tt3289728,Equals,2015,101.0,"Drama,Romance,Sci-Fi"
I'm Not Ashamed,PFR,2016,[18],409502,en,I'm Not Ashamed,7.661,2016-10-21,6.9,88,tt4950110,I'm Not Ashamed,2016,112.0,"Biography,Drama"
Demolition,FoxS,2016,"[35, 18]",303991,en,Demolition,9.346,2016-04-08,6.7,1121,tt1172049,Demolition,2015,101.0,"Comedy,Drama"
American Honey,A24,2016,[18],340485,en,American Honey,8.778,2016-09-30,6.7,417,tt3721936,American Honey,2016,163.0,"Adventure,Drama,Romance"
A Perfect Day,IFC,2016,"[35, 18, 10752]",321751,en,A Perfect Day,6.404,2016-01-15,6.7,326,tt3577624,A Perfect Day,2015,106.0,"Comedy,Drama,War"
A Perfect Day,IFC,2016,"[35, 18, 10752]",321751,en,A Perfect Day,6.404,2016-01-15,6.7,326,tt7785272,A Perfect Day,2015,82.0,Drama
Weiner,IFC,2016,[99],376261,en,Weiner,5.545,2016-05-20,7.6,99,tt5278596,Weiner,2016,96.0,Documentary
I Saw the Light,SPC,2016,"[18, 10402]",297806,en,I Saw the Light,6.824,2016-03-25,5.9,88,tt1490785,I Saw the Light,2015,123.0,"Biography,Drama,Music"
I Saw the Light,SPC,2016,"[18, 10402]",297806,en,I Saw the Light,6.824,2016-03-25,5.9,88,tt1490785,I Saw the Light,2015,123.0,"Biography,Drama,Music"
Jane Got a Gun,Wein.,2016,"[28, 18, 37]",174751,en,Jane Got a Gun,8.825,2016-01-29,5.5,439,tt2140037,Jane Got a Gun,2015,98.0,"Action,Drama,Western"
Toni Erdmann,SPC,2016,"[35, 18]",374475,de,Toni Erdmann,10.973,2016-12-25,7.1,488,tt4048272,Toni Erdmann,2016,162.0,"Comedy,Drama"
Toni Erdmann,SPC,2016,"[35, 18]",374475,de,Toni Erdmann,10.973,2016-12-25,7.1,488,tt4048272,Toni Erdmann,2016,162.0,"Comedy,Drama"
The Neon Demon,BG,2016,"[53, 27, 9648]",301365,en,The Neon Demon,11.787,2016-06-14,6.6,2005,tt1974419,The Neon Demon,2016,117.0,"Horror,Thriller"
Embrace of the Serpent,Osci.,2016,"[12, 18]",336808,es,El abrazo de la serpiente,6.887,2016-02-17,7.8,212,tt4285496,Embrace of the Serpent,2015,125.0,"Adventure,Drama"
Embrace of the Serpent,Osci.,2016,"[12, 18]",336808,es,El abrazo de la serpiente,6.887,2016-02-17,7.8,212,tt4285496,Embrace of the Serpent,2015,125.0,"Adventure,Drama"
Mohenjo Daro,UTV,2016,"[12, 18, 36, 10749]",402672,hi,Mohenjo Daro,6.371,2016-08-12,6.4,42,tt3859980,Mohenjo Daro,2016,155.0,"Action,Adventure,Drama"
Lazer Team,Ampl.,2016,"[28, 35, 878]",279096,en,Lazer Team,7.768,2016-01-27,5.6,142,tt3864024,Lazer Team,2015,102.0,"Action,Comedy,Sci-Fi"
Lazer Team,Ampl.,2016,"[28, 35, 878]",279096,en,Lazer Team,7.768,2016-01-27,5.6,142,tt3864024,Lazer Team,2015,102.0,"Action,Comedy,Sci-Fi"
Dough,Men.,2016,"[18, 35]",299780,en,Dough,3.171,2015-04-14,5.8,38,tt1517471,Dough,2015,94.0,"Comedy,Drama"
Certain Women,IFC,2016,[18],340487,en,Certain Women,7.514,2016-10-14,5.9,148,tt4468634,Certain Women,2016,107.0,Drama
Elvis & Nixon,BST,2016,"[18, 35, 36]",301348,en,Elvis & Nixon,7.857,2016-04-22,5.8,233,tt2093991,Elvis & Nixon,2016,86.0,"Comedy,History"
Neruda,Orch.,2016,[18],351454,es,Neruda,7.285,2016-09-04,6.3,129,tt3571882,Neruda,2014,100.0,"Action,Drama,History"
Neruda,Orch.,2016,[18],351454,es,Neruda,7.285,2016-09-04,6.3,129,tt4698584,Neruda,2016,107.0,"Biography,Crime,Drama"
City of Gold,IFC,2016,[99],317954,en,City of Gold,0.911,2016-03-11,6.1,17,tt2614776,City of Gold,2015,96.0,"Biography,Documentary"
City of Gold,IFC,2016,[99],317954,en,City of Gold,0.911,2016-03-11,6.1,17,tt4113346,City of Gold,2018,99.0,"Action,Adventure,Horror"
City of Gold,IFC,2016,[99],317954,en,City of Gold,0.911,2016-03-11,6.1,17,tt2614776,City of Gold,2015,96.0,"Biography,Documentary"
City of Gold,IFC,2016,[99],317954,en,City of Gold,0.911,2016-03-11,6.1,17,tt4113346,City of Gold,2018,99.0,"Action,Adventure,Horror"
Tickled,Magn.,2016,"[99, 9648, 53]",373072,en,Tickled,9.913,2016-06-17,7.4,188,tt5278506,Tickled,2016,92.0,"Documentary,Mystery"
A Tale of Love and Darkness,FCW,2016,[18],336029,he,A Tale of Love and Darkness,4.962,2016-08-19,5.1,61,tt1135989,A Tale of Love and Darkness,2015,95.0,"Biography,Drama,History"
A Tale of Love and Darkness,FCW,2016,[18],336029,he,A Tale of Love and Darkness,4.962,2016-08-19,5.1,61,tt1135989,A Tale of Love and Darkness,2015,95.0,"Biography,Drama,History"
Knight of Cups,BG,2016,"[10749, 18]",86835,en,Knight of Cups,9.491,2016-03-04,5.6,351,tt2101383,Knight of Cups,2015,118.0,"Drama,Romance"
Harry & Snowman,FR,2016,[99],340223,en,Harry & Snowman,0.765,2015-01-01,6.7,13,tt2898306,Harry & Snowman,2015,84.0,"Biography,Documentary,Drama"
Viral,W/Dim.,2016,"[18, 27, 878]",336455,en,Viral,7.664,2016-07-29,5.5,238,tt2594078,Viral,2013,95.0,"Comedy,Horror,Thriller"
Viral,W/Dim.,2016,"[18, 27, 878]",336455,en,Viral,7.664,2016-07-29,5.5,238,tt2597892,Viral,2016,85.0,"Drama,Horror,Sci-Fi"
American Pastoral,LGF,2016,"[80, 18]",326285,en,American Pastoral,7.782,2016-10-21,6.0,339,tt0376479,American Pastoral,2016,108.0,"Crime,Drama"
American Pastoral,LGF,2016,"[80, 18]",326285,en,American Pastoral,7.782,2016-10-21,6.0,339,tt0376479,American Pastoral,2016,108.0,"Crime,Drama"
The First Monday in May,Magn.,2016,[99],384573,en,The First Monday in May,2.043,2016-04-15,7.5,23,tt5519566,The First Monday in May,2016,90.0,Documentary
Marguerite,Cohen,2016,[18],352157,fr,Marguerite,5.992,2016-03-11,6.5,160,tt4428788,Marguerite,2015,129.0,"Comedy,Drama,Music"
Marguerite,Cohen,2016,[18],352157,fr,Marguerite,5.992,2016-03-11,6.5,160,tt4428788,Marguerite,2015,129.0,"Comedy,Drama,Music"
Marguerite,Cohen,2016,[18],487625,fr,Marguerite,3.184,2018-06-09,7.5,25,tt4428788,Marguerite,2015,129.0,"Comedy,Drama,Music"
Wiener-Dog,IFC,2016,"[35, 18]",326094,en,Wiener-Dog,7.012,2016-06-24,5.6,101,tt4144190,Wiener-Dog,2016,88.0,"Comedy,Drama"
Land of Mine,SPC,2016,"[18, 36, 10752, 53]",335578,da,Under sandet,8.268,2016-01-22,7.8,676,tt3841424,Land of Mine,2015,100.0,"Drama,History,War"
High-Rise,Magn.,2016,[18],254302,en,High-Rise,8.474,2016-04-28,5.5,610,tt0462335,High-Rise,2015,119.0,"Drama,Horror,Sci-Fi"
High-Rise,Magn.,2016,[18],254302,en,High-Rise,8.474,2016-04-28,5.5,610,tt0462335,High-Rise,2015,119.0,"Drama,Horror,Sci-Fi"
Ixcanul,KL,2016,[18],320001,es,Ixcanul,2.689,2015-09-04,6.7,36,tt4135844,Ixcanul,2015,93.0,Drama
My Golden Days,Magn.,2016,[18],315575,fr,Trois souvenirs de ma jeunesse,5.013,2015-10-17,6.8,84,tt4048050,My Golden Days,2015,123.0,Drama
My Golden Days,Magn.,2016,[18],315575,fr,Trois souvenirs de ma jeunesse,5.013,2015-10-17,6.8,84,tt4048050,My Golden Days,2015,123.0,Drama
The Family Fang,SM,2016,"[35, 18, 9648]",291264,en,The Family Fang,6.803,2016-04-29,5.8,172,tt2097331,The Family Fang,2015,105.0,"Comedy,Drama,Mystery"
"Life, Animated",Orch.,2016,[99],376233,en,"Life, Animated",5.98,2016-03-03,7.8,76,tt3917210,"Life, Animated",2016,92.0,"Comedy,Documentary,Drama"
The Invitation,Drft.,2016,[53],306947,en,The Invitation,10.424,2015-03-13,6.5,1063,tt2400463,The Invitation,2015,100.0,"Drama,Horror,Mystery"
The Invitation,Drft.,2016,[53],306947,en,The Invitation,10.424,2015-03-13,6.5,1063,tt4546370,The Invitation,2015,6.0,Documentary
Viva,Magn.,2016,[18],359108,en,Viva,1.692,2016-02-05,8.0,34,tt4334482,Viva,2015,100.0,Drama
The Wave,Magn.,2016,"[28, 18, 53]",336882,no,Bølgen,8.197,2016-03-04,6.5,567,tt3616916,The Wave,2015,105.0,"Action,Drama,Thriller"
The Wave,Magn.,2016,"[28, 18, 53]",336882,no,Bølgen,8.197,2016-03-04,6.5,567,tt3616916,The Wave,2015,105.0,"Action,Drama,Thriller"
Sunset Song,Magn.,2016,[18],277713,en,Sunset Song,3.764,2016-05-13,6.5,55,tt2262161,Sunset Song,2015,135.0,Drama
Tumbledown,SM,2016,"[18, 9648, 10749]",230058,en,Tumbledown,0.6,2013-10-25,5.3,3,tt2338424,Tumbledown,2015,105.0,"Comedy,Music,Romance"
Tumbledown,SM,2016,"[18, 9648, 10749]",230058,en,Tumbledown,0.6,2013-10-25,5.3,3,tt2732210,Tumbledown,2013,80.0,"Drama,Mystery,Romance"
Tumbledown,SM,2016,"[10402, 10749, 35, 18]",207936,en,Tumbledown,7.004,2015-04-18,6.4,88,tt2338424,Tumbledown,2015,105.0,"Comedy,Music,Romance"
Tumbledown,SM,2016,"[10402, 10749, 35, 18]",207936,en,Tumbledown,7.004,2015-04-18,6.4,88,tt2732210,Tumbledown,2013,80.0,"Drama,Mystery,Romance"
Tumbledown,SM,2016,"[10402, 10749, 35, 18]",207936,en,Tumbledown,7.004,2015-04-18,6.4,88,tt2338424,Tumbledown,2015,105.0,"Comedy,Music,Romance"
Tumbledown,SM,2016,"[10402, 10749, 35, 18]",207936,en,Tumbledown,7.004,2015-04-18,6.4,88,tt2732210,Tumbledown,2013,80.0,"Drama,Mystery,Romance"
The Brand New Testament,MBox,2016,"[18, 35, 14]",330764,fr,Le tout nouveau testament,6.47,2015-12-25,6.6,768,tt3792960,The Brand New Testament,2015,114.0,"Comedy,Fantasy"
The Brand New Testament,MBox,2016,"[18, 35, 14]",330764,fr,Le tout nouveau testament,6.47,2015-12-25,6.6,768,tt3792960,The Brand New Testament,2015,114.0,"Comedy,Fantasy"
A War,Magn.,2016,"[18, 10752]",348674,da,Krigen,7.328,2016-02-12,6.8,107,tt3830162,A War,2015,115.0,"Crime,Drama,War"
Fire at Sea,KL,2016,[99],377151,it,Fuocoammare,7.862,2016-10-21,6.7,127,tt3652526,Fire at Sea,2016,114.0,Documentary
Aferim!,BWP,2016,"[18, 36]",319993,ro,Aferim!,4.911,2016-01-22,7.9,44,tt4374460,Aferim!,2015,108.0,"Adventure,Comedy,Drama"
Aferim!,BWP,2016,"[18, 36]",319993,ro,Aferim!,4.911,2016-01-22,7.9,44,tt4374460,Aferim!,2015,108.0,"Adventure,Comedy,Drama"
Author: The JT LeRoy Story,Magn.,2016,[99],373348,en,Author: The JT LeRoy Story,1.282,2016-01-22,6.6,13,tt5278462,Author: The JT LeRoy Story,2016,110.0,"Biography,Documentary"
A Street Cat Named Bob,Cleopatra,2016,"[18, 10751, 35]",404378,en,A Street Cat Named Bob,7.12,2016-11-18,7.5,500,tt3606888,A Street Cat Named Bob,2016,103.0,"Biography,Comedy,Drama"
A Street Cat Named Bob,Cleopatra,2016,"[18, 10751, 35]",404378,en,A Street Cat Named Bob,7.12,2016-11-18,7.5,500,tt3606888,A Street Cat Named Bob,2016,103.0,"Biography,Comedy,Drama"
Dancer,IFC,2016,[99],411201,en,Dancer,3.352,2016-09-16,8.1,32,tt5097070,Dancer,2016,85.0,"Biography,Documentary"
Dancer,IFC,2016,[99],411201,en,Dancer,3.352,2016-09-16,8.1,32,tt5787344,Dancer,2016,55.0,Action
The Dark Horse,BG,2016,[18],276496,en,The Dark Horse,3.544,2015-04-25,5.7,67,tt2192016,The Dark Horse,2014,124.0,"Biography,Drama"
Clown,W/Dim.,2016,[27],112454,en,Clown,7.223,2016-06-17,5.3,682,tt1780798,Clown,2014,100.0,"Drama,Fantasy,Horror"
Diary of a Chambermaid,Cohen,2016,[18],320003,fr,Journal d'une femme de chambre,5.527,2015-07-07,5.2,83,tt2711898,Diary of a Chambermaid,2015,96.0,Drama
The Club,MBox,2016,[18],319995,es,El Club,6.488,2015-10-19,6.8,115,tt4375438,The Club,2015,98.0,"Comedy,Drama,Mystery"
The Club,MBox,2016,[18],319995,es,El Club,6.488,2015-10-19,6.8,115,tt4375438,The Club,2015,98.0,"Comedy,Drama,Mystery"
The Last Man on the Moon,Grav.,2016,"[99, 36]",276537,en,The Last Man on the Moon,2.196,2016-02-26,6.6,38,tt3219604,The Last Man on the Moon,2014,95.0,"Adventure,Biography,Documentary"
